charlie_pattern,delta_set,delta_entity,delta_mod1,delta_mod2,delta_sidc,label
"E*FPMG----H****",20,121407,00,00,10032000001214070000,"INFRASTRUCTURE WATER SUPPLY INFRASTRUCTURE STORAGE TOWER"
"E*FPMH----H****",20,121408,00,00,10032000001214080000,"INFRASTRUCTURE WATER SUPPLY INFRASTRUCTURE SURFACE WATER INTAKE"
"E*FPMI----H****",20,121409,00,00,10032000001214090000,"INFRASTRUCTURE WATER SUPPLY INFRASTRUCTURE WASTEWATER TREATMENT FACILITY"
"S*GPIUP---H****",20,121410,00,00,10032000001214100000,"INFRASTRUCTURE WATER SUPPLY INFRASTRUCTURE WATER"
"S*GPI-----H----",20,000000,00,00,10032000000000000000,"GROUND INSTALLATION"
"S*GP------*****",10,000000,00,00,10031000000000000000,"GROUND TRACK"
"S*FPGC----*****",10,110200,00,00,10031000001102000000,"COMMAND AND CONTROL CIVIL AFFAIRS"
"S*FPGP----*****",10,110600,00,00,10031000001106000000,"COMMAND AND CONTROL MILITARY INFORMATION SUPPORT OPERATIONS MISO"
"S*GPUUS---*****",10,111000,00,00,10031000001110000000,"COMMAND AND CONTROL SIGNAL"
"S*GPUUSA--*****",10,111000,02,00,10031000001110000200,"COMMAND AND CONTROL SIGNAL AREA MOD"
"S*GPUUSC--*****",10,111000,11,00,10031000001110001100,"COMMAND AND CONTROL SIGNAL COMMUNICATIONS CONTINGENCY PACKAGE MOD"
"S*GPUUSO--*****",10,111000,49,00,10031000001110004900,"COMMAND AND CONTROL SIGNAL OPERATIONS MOD"
"S*GPUUSF--*****",10,111000,27,00,10031000001110002700,"COMMAND AND CONTROL SIGNAL FORWARD MOD"
"S*GPUUSM--*****",10,111000,36,00,10031000001110003600,"COMMAND AND CONTROL SIGNAL MOBILE SUBSCRIBER EQUIPMENT MOD"
"S*GPUUSML-*****",10,111000,30,00,10031000001110003000,"COMMAND AND CONTROL SIGNAL LARGE EXTENSION NODE MOD"
"S*GPUUSMN-*****",10,111000,47,00,10031000001110004700,"COMMAND AND CONTROL SIGNAL NODE CENTER MOD"
"S*GPUUSS--*****",10,111000,77,00,10031000001110007700,"COMMAND AND CONTROL SIGNAL SUPPORT MOD"
"S*GPUUSR--*****",10,111001,00,00,10031000001110010000,"COMMAND AND CONTROL SIGNAL SIGNAL RADIO"
"S*GPUUSRW-*****",10,111002,00,00,10031000001110020000,"COMMAND AND CONTROL SIGNAL SIGNAL RADIO RELAY"
"S*GPUUSRT-*****",10,111003,00,00,10031000001110030000,"COMMAND AND CONTROL SIGNAL SIGNAL TELETYPE"
"S*GPUUSRS-*****",10,111004,00,00,10031000001110040000,"COMMAND AND CONTROL SIGNAL SIGNAL TACTICAL SATELLITE"
"S*GPUUP---*****",10,120300,29,00,10031000001203002900,"MOVEMENT AND MANEUVER AMPHIBIOUS LANDING SUPPORT MOD"
"S*GPUCAA--*****",10,120400,00,00,10031000001204000000,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR"
"S*GPUCAAL-*****",10,120400,00,19,10031000001204000019,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR LIGHT MOD"
"S*GPUCAAM-*****",10,120400,00,01,10031000001204000001,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR AIRBORNE MOD"
"S*GPUCAAS-*****",10,120400,01,00,10031000001204000100,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR AIR MOBILE AIR ASSAULT MOD"
"S*GPUCAAU-*****",10,120400,00,27,10031000001204000027,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR MOUNTAIN MOD"
"S*GPUCAAC-*****",10,120400,00,02,10031000001204000002,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR ARCTIC MOD"
"S*GPUCAAA-*****",10,120401,00,00,10031000001204010000,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR ARMORED"
"S*GPUCAAAS*****",10,120401,01,00,10031000001204010100,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR ARMORED AIR MOBILE AIR ASSAULT MOD"
"S*GPUCAAAW*****",10,120401,00,51,10031000001204010051,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR ARMORED WHEELED MOD"
"S*GPUCAAO-*****",10,120402,00,00,10031000001204020000,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR MOTORIZED"
"S*GPUCAAOS*****",10,120402,01,00,10031000001204020100,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR MOTORIZED AIR MOBILE AIR ASSAULT MOD"
"S*GPUCAT--*****",10,120500,00,00,10031000001205000000,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED"
"S*GPUCATL-*****",10,120500,00,19,10031000001205000019,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED LIGHT MOD"
"S*GPUCATM-*****",10,120500,00,24,10031000001205000024,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED MEDIUM MOD"
"S*GPUCATH-*****",10,120500,00,15,10031000001205000015,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED HEAVY MOD"
"S*GPUCATA-*****",10,120500,00,01,10031000001205000001,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED AIRBORNE MOD"
"S*GPUCATR-*****",10,120500,00,38,10031000001205000038,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED RECOVERY MAINTENANCE MOD"
"S*GPUCRVA-*****",10,120501,00,00,10031000001205010000,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED RECONNAISSANCE CAVALRY SCOUT"
"S*GPUCRRL-*****",10,120501,00,19,10031000001205010019,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED RECONNAISSANCE CAVALRY SCOUT LIGHT MOD"
"S*GPUCATW-*****",10,120502,00,00,10031000001205020000,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED ARMORED AMPHIBIOUS"
"S*GPUCAW--*****",10,120500,00,51,10031000001205000051,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED WHEELED MOD"
"S*GPUCAWW-*****",10,120502,00,51,10031000001205020051,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED ARMORED AMPHIBIOUS WHEELED MOD"
"S*GPUCATWR*****",10,120502,00,38,10031000001205020038,"MOVEMENT AND MANEUVER ARMOR ARMORED MECHANIZED SELF PROPELLED TRACKED ARMORED AMPHIBIOUS RECOVERY MAINTENANCE MOD"
"S*GPUCV---*****",10,120600,00,00,10031000001206000000,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING"
"S*GPUCVRA-*****",10,120600,03,00,10031000001206000300,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING ATTACK MOD"
"S*GPUCVUR-*****",10,120600,01,00,10031000001206000100,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING AIR MOBILE AIR ASSAULT MOD"
"S*GPUCVRUC*****",10,120600,10,00,10031000001206001000,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING COMMAND CONTROL MOD"
"S*GPUCVRM-*****",10,120600,33,00,10031000001206003300,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING MINE COUNTERMEASURE MOD"
"S*GPUCVS--*****",10,120600,53,00,10031000001206005300,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SEARCH RESCUE MOD"
"S*GPUCSA--*****",10,120600,54,00,10031000001206005400,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SECURITY MOD"
"S*FPA-----*****",10,120600,63,00,10031000001206006300,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD"
"S*FPAHA---*****",10,120600,63,54,10031000001206006354,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD ATTACK 2 MOD"
"S*FPAHU---*****",10,120600,63,56,10031000001206006356,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD UTILITY 2 MOD"
"S*FPAHH---*****",10,120600,63,57,10031000001206006357,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD COMBAT SEARCH RESCUE MOD"
"S*FPAHUL--*****",10,120600,63,19,10031000001206006319,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD LIGHT MOD"
"S*FPAHUM--*****",10,120600,63,24,10031000001206006324,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD MEDIUM MOD"
"S*FPAHUH--*****",10,120600,63,15,10031000001206006315,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING SPEC OPS SOF MOD HEAVY MOD"
"S*GPUCVRU-*****",10,120600,69,00,10031000001206006900,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING UTILITY MOD"
"S*GPUCVRUL*****",10,120600,69,19,10031000001206006919,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING UTILITY MOD LIGHT MOD"
"S*GPUCVRUM*****",10,120600,69,24,10031000001206006924,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING UTILITY MOD MEDIUM MOD"
"S*GPUCVRUH*****",10,120600,69,15,10031000001206006915,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING UTILITY MOD HEAVY MOD"
"S*GPUCVRW-*****",10,120600,74,00,10031000001206007400,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING ANTISUBMARINE WARFARE MOD"
"S*GPUCVRUE*****",10,120600,75,00,10031000001206007500,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING MEDEVAC MOD"
"S*GPUCRVO-*****",10,120601,00,00,10031000001206010000,"MOVEMENT AND MANEUVER ARMY AVIATION AVIATION ROTARY WING AVIATION RECONNAISSANCE"
"S*GPUCVC--*****",10,120700,00,00,10031000001207000000,"MOVEMENT AND MANEUVER AVIATION COMPOSITE"
"S*GPUCVF--*****",10,120800,00,00,10031000001208000000,"MOVEMENT AND MANEUVER AVIATION FIXED WING"
"S*GPUCVFA-*****",10,120800,03,00,10031000001208000300,"MOVEMENT AND MANEUVER AVIATION FIXED WING ATTACK MOD"
"S*GPUCVUF-*****",10,120800,01,00,10031000001208000100,"MOVEMENT AND MANEUVER AVIATION FIXED WING AIR MOBILE AIR ASSAULT MOD"
"S*FPAF----*****",10,120800,63,00,10031000001208006300,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD"
"S*FPAFA---*****",10,120800,63,54,10031000001208006354,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD ATTACK 2 MOD"
"S*FPAFK---*****",10,120800,63,55,10031000001208006355,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD REFUEL MOD"
"S*FPAFU---*****",10,120800,63,56,10031000001208006356,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD UTILITY 2 MOD"
"S*FPAFUL--*****",10,120800,63,19,10031000001208006319,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD LIGHT MOD"
"S*FPAFUM--*****",10,120800,63,24,10031000001208006324,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD MEDIUM MOD"
"S*FPAFUH--*****",10,120800,63,15,10031000001208006315,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD HEAVY MOD"
"S*FPAV----*****",10,120800,63,49,10031000001208006349,"MOVEMENT AND MANEUVER AVIATION FIXED WING SPEC OPS SOF MOD VERTICAL TAKE OFF LANDING VTOL MOD"
"S*GPUCVFU-*****",10,120800,69,00,10031000001208006900,"MOVEMENT AND MANEUVER AVIATION FIXED WING UTILITY MOD"
"S*GPUCVV--*****",10,120800,00,49,10031000001208000049,"MOVEMENT AND MANEUVER AVIATION FIXED WING VERTICAL TAKE OFF LANDING VTOL MOD"
"S*GPUCVFR-*****",10,120801,00,00,10031000001208010000,"MOVEMENT AND MANEUVER AVIATION FIXED WING AVIATION FIXED WING RECONNAISSANCE"
"S*GPUC----*****",10,120900,00,00,10031000001209000000,"MOVEMENT AND MANEUVER COMBAT"
"S*GPUCI---*****",10,121100,00,00,10031000001211000000,"MOVEMENT AND MANEUVER INFANTRY"
"S*FPGR----*****",10,121100,57,01,10031000001211005701,"MOVEMENT AND MANEUVER INFANTRY SIGNALS INTELLIGENCE MOD AIRBORNE MOD"
"S*GPUCIL--*****",10,121100,00,19,10031000001211000019,"MOVEMENT AND MANEUVER INFANTRY LIGHT MOD"
"S*GPUCIO--*****",10,121100,00,27,10031000001211000027,"MOVEMENT AND MANEUVER INFANTRY MOUNTAIN MOD"
"S*GPUCIA--*****",10,121100,00,01,10031000001211000001,"MOVEMENT AND MANEUVER INFANTRY AIRBORNE MOD"
"S*GPUCIS--*****",10,121100,01,00,10031000001211000100,"MOVEMENT AND MANEUVER INFANTRY AIR MOBILE AIR ASSAULT MOD"
"S*GPUCIC--*****",10,121100,00,02,10031000001211000002,"MOVEMENT AND MANEUVER INFANTRY ARCTIC MOD"
"S*GPUCIN--*****",10,121100,46,00,10031000001211004600,"MOVEMENT AND MANEUVER INFANTRY NAVAL MOD"
"S*GPUCIZ--*****",10,121102,00,00,10031000001211020000,"MOVEMENT AND MANEUVER INFANTRY INFANTRY ARMORED MECHANIZED TRACKED"
"S*GPUCIM--*****",10,121104,00,00,10031000001211040000,"MOVEMENT AND MANEUVER INFANTRY INFANTRY MOTORIZED"
"S*GPUCR---*****",10,121300,00,00,10031000001213000000,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT"
"S*GPUCRC--*****",10,121300,00,02,10031000001213000002,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT ARCTIC MOD"
"S*GPUCRS--*****",10,121300,01,00,10031000001213000100,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT AIR MOBILE AIR ASSAULT MOD"
"S*GPUCRA--*****",10,121300,00,01,10031000001213000001,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT AIRBORNE MOD"
"S*GPUCRO--*****",10,121300,00,27,10031000001213000027,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT MOUNTAIN MOD"
"S*GPUCRL--*****",10,121300,00,19,10031000001213000019,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT LIGHT MOD"
"S*GPUCRX--*****",10,121300,00,22,10031000001213000022,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT LONG RANGE MOD"
"S*GPUCRH--*****",10,121300,00,31,10031000001213000031,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT PACK ANIMAL MOD"
"S*GPUCRR--*****",10,121302,00,00,10031000001213020000,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT RECON MARINE"
"S*GPUCRRD-*****",10,121302,19,00,10031000001213021900,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT RECON MARINE DIVISION MOD"
"S*GPUCRRF-*****",10,121302,26,00,10031000001213022600,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT RECON MARINE FORCE MOD"
"S*GPUCRVM-*****",10,121303,00,00,10031000001213030000,"MOVEMENT AND MANEUVER RECON CAVALRY SCOUT RECON MOTORIZED"
"S*FPNS----*****",10,121400,00,00,10031000001214000000,"MOVEMENT AND MANEUVER SEA AIR LAND SEAL"
"S*FPGS----*****",10,121700,00,00,10031000001217000000,"MOVEMENT AND MANEUVER SPECIAL FORCES"
"S*FP------*****",10,121800,00,00,10031000001218000000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF"
"S*FPB-----*****",10,121800,00,54,10031000001218000054,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF ATTACK 2 MOD"
"S*FPGPA---*****",10,121801,00,00,10031000001218010000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF FIXED WING MISO"
"S*FPG-----*****",10,121802,00,00,10031000001218020000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF GROUND"
"S*FPNB----*****",10,121803,00,00,10031000001218030000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF SPECIAL BOAT"
"S*FPNN----*****",10,121804,00,00,10031000001218040000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF SPECIAL SSNR"
"S*FPNU----*****",10,121805,00,00,10031000001218050000,"MOVEMENT AND MANEUVER SPECIAL OPERATIONS FORCES SOF UNDERWATER DEMOLITION TEAM"
"S*GPUCVU--*****",10,121900,00,00,10031000001219000000,"MOVEMENT AND MANEUVER UNMANNED AERIAL SYSTEMS"
"S*GPUCD---*****",10,130100,00,00,10031000001301000000,"FIRES AIR DEFENSE"
"S*GPUCDS--*****",10,130100,00,43,10031000001301000043,"FIRES AIR DEFENSE SHORT RANGE MOD"
"S*GPUCDT--*****",10,130100,67,00,10031000001301006700,"FIRES AIR DEFENSE TARGET ACQUISITION MOD"
"S*GPUCDG--*****",10,130101,00,00,10031000001301010000,"FIRES AIR DEFENSE AD MAIN GUN SYSTEM"
"S*GPUCDM--*****",10,130102,00,00,10031000001301020000,"FIRES AIR DEFENSE AD MISSILE"
"S*GPUCDH--*****",10,130102,28,00,10031000001301022800,"FIRES AIR DEFENSE AD MISSILE GROUND STATION MODULE MOD"
"S*GPUCDML-*****",10,130102,00,19,10031000001301020019,"FIRES AIR DEFENSE AD MISSILE LIGHT MOD"
"S*GPUCDMM-*****",10,130102,00,24,10031000001301020024,"FIRES AIR DEFENSE AD MISSILE MEDIUM MOD"
"S*GPUCDMH-*****",10,130102,00,15,10031000001301020015,"FIRES AIR DEFENSE AD MISSILE HEAVY MOD"
"S*GPUCFTA-*****",10,130200,00,00,10031000001302000000,"FIRES AIR LAND NAVAL GUNFIRE LIAISON"
"S*GPUCF---*****",10,130300,00,00,10031000001303000000,"FIRES FIELD ARTILLERY"
"S*GPUCFHA-*****",10,130300,00,01,10031000001303000001,"FIRES FIELD ARTILLERY AIRBORNE MOD"
"S*GPUCFHS-*****",10,130300,01,00,10031000001303000100,"FIRES FIELD ARTILLERY AIR MOBILE AIR ASSAULT MOD"
"S*GPUCFHC-*****",10,130300,00,02,10031000001303000002,"FIRES FIELD ARTILLERY ARCTIC MOD"
"S*GPUCFHO-*****",10,130300,00,27,10031000001303000027,"FIRES FIELD ARTILLERY MOUNTAIN MOD"
"S*GPUCFHL-*****",10,130300,00,19,10031000001303000019,"FIRES FIELD ARTILLERY LIGHT MOD"
"S*GPUCFHM-*****",10,130300,00,24,10031000001303000024,"FIRES FIELD ARTILLERY MEDIUM MOD"
"S*GPUCFHH-*****",10,130300,00,15,10031000001303000015,"FIRES FIELD ARTILLERY HEAVY MOD"
"S*GPUCFRM-*****",10,130300,41,00,10031000001303004100,"FIRES FIELD ARTILLERY MULTIPLE ROCKET LAUNCHER MOD"
"S*GPUCFTR-*****",10,130300,50,00,10031000001303005000,"FIRES FIELD ARTILLERY RADAR MOD"
"S*GPUCFRS-*****",10,130300,59,00,10031000001303005900,"FIRES FIELD ARTILLERY SINGLE ROCKET LAUNCHER MOD"
"S*GPUCFRSR*****",10,130300,59,51,10031000001303005951,"FIRES FIELD ARTILLERY SINGLE ROCKET LAUNCHER MOD WHEELED MOD"
"S*GPUCFRST*****",10,130300,59,47,10031000001303005947,"FIRES FIELD ARTILLERY SINGLE ROCKET LAUNCHER MOD TOWED MOD"
"S*GPUCFTS-*****",10,130300,62,00,10031000001303006200,"FIRES FIELD ARTILLERY SOUND RANGING MOD"
"S*GPUCFT--*****",10,130300,67,00,10031000001303006700,"FIRES FIELD ARTILLERY TARGET ACQUISITION MOD"
"S*GPUCFTF-*****",10,130300,67,30,10031000001303006730,"FIRES FIELD ARTILLERY TARGET ACQUISITION MOD OPTICAL FLASH MOD"
"S*GPUCFHE-*****",10,130301,00,00,10031000001303010000,"FIRES FIELD ARTILLERY FA SELF PROPELLED"
"S*GPUCFRSS*****",10,130301,59,00,10031000001303015900,"FIRES FIELD ARTILLERY FA SELF PROPELLED SINGLE ROCKET LAUNCHER MOD"
"S*GPUCFRMS*****",10,130301,41,00,10031000001303014100,"FIRES FIELD ARTILLERY FA SELF PROPELLED MULTIPLE ROCKET LAUNCHER MOD"
"S*GPUCFTCM*****",10,130302,00,00,10031000001303020000,"FIRES FIELD ARTILLERY FA TARGET ACQUISITION"
"S*GPUCFTC-*****",10,130400,00,00,10031000001304000000,"FIRES FIELD ARTILLERY OBSERVER"
"S*GPUCFO--*****",10,130600,00,00,10031000001306000000,"FIRES METEOROLOGICAL"
"S*GPUCFOS-*****",10,130600,01,00,10031000001306000100,"FIRES METEOROLOGICAL AIR MOBILE AIR ASSAULT MOD"
"S*GPUCFOA-*****",10,130600,00,01,10031000001306000001,"FIRES METEOROLOGICAL AIRBORNE MOD"
"S*GPUCFOL-*****",10,130600,00,19,10031000001306000019,"FIRES METEOROLOGICAL LIGHT MOD"
"S*GPUCFOO-*****",10,130600,00,27,10031000001306000027,"FIRES METEOROLOGICAL MOUNTAIN MOD"
"S*GPUCM---*****",10,130700,00,00,10031000001307000000,"FIRES MISSILE"
"S*GPUCMS--*****",10,130700,00,44,10031000001307000044,"FIRES MISSILE STRATEGIC MOD"
"S*GPUCMT--*****",10,130700,00,46,10031000001307000046,"FIRES MISSILE TACTICAL MOD"
"S*GPUCFM--*****",10,130800,00,00,10031000001308000000,"FIRES MORTAR"
"S*GPUCFMTC*****",10,130800,00,02,10031000001308000002,"FIRES MORTAR ARCTIC MOD"
"S*GPUCFMS-*****",10,130801,00,00,10031000001308010000,"FIRES MORTAR ARMORED MECHANIZED TRACKED"
"S*GPUCFMW-*****",10,130802,00,00,10031000001308020000,"FIRES MORTAR SELF PROPELLED WHEELED"
"S*GPUCFMT-*****",10,130803,00,00,10031000001308030000,"FIRES MORTAR TOWED"
"S*GPUCFMTS*****",10,130803,01,00,10031000001308030100,"FIRES MORTAR TOWED AIR MOBILE AIR ASSAULT MOD"
"S*GPUCFMTA*****",10,130803,00,01,10031000001308030001,"FIRES MORTAR TOWED AIRBORNE MOD"
"S*GPUCFMTO*****",10,130803,00,27,10031000001308030027,"FIRES MORTAR TOWED MOUNTAIN MOD"
"S*GPUCFS--*****",10,130900,00,00,10031000001309000000,"FIRES SURVEY"
"S*GPUCFSS-*****",10,130900,01,00,10031000001309000100,"FIRES SURVEY AIR MOBILE AIR ASSAULT MOD"
"S*GPUCFSA-*****",10,130900,00,01,10031000001309000001,"FIRES SURVEY AIRBORNE MOD"
"S*GPUCFSL-*****",10,130900,00,19,10031000001309000019,"FIRES SURVEY LIGHT MOD"
"S*GPUCFSO-*****",10,130900,00,27,10031000001309000027,"FIRES SURVEY MOUNTAIN MOD"
"S*GPUUA---*****",10,140100,00,00,10031000001401000000,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE"
"S*GPUUAC--*****",10,140100,07,00,10031000001401000700,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CHEMICAL MOD"
"S*GPUUACS-*****",10,140100,60,00,10031000001401006000,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE SMOKE MOD"
"S*GPUUAN--*****",10,140100,48,00,10031000001401004800,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE NUCLEAR MOD"
"S*GPUUAB--*****",10,140100,04,00,10031000001401000400,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE BIOLOGICAL MOD"
"S*GPUUAD--*****",10,140100,15,00,10031000001401001500,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE DECONTAMINATION MOD"
"S*GPUUACC-*****",10,140100,60,09,10031000001401006009,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE SMOKE MOD DECONTAMINATION 2 MOD"
"S*GPUUACSA*****",10,140101,60,00,10031000001401016000,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN MECHANIZED SMOKE MOD"
"S*GPUUACCK*****",10,140101,60,09,10031000001401016009,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN MECHANIZED SMOKE MOD DECONTAMINATION 2 MOD"
"S*GPUUACSM*****",10,140102,60,00,10031000001401026000,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN MOTORIZED SMOKE MOD"
"S*GPUUACCM*****",10,140102,60,09,10031000001401026009,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN MOTORIZED SMOKE MOD DECONTAMINATION 2 MOD"
"S*GPUUACR-*****",10,140103,07,00,10031000001401030700,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN RECONNAISSANCE CHEMICAL MOD"
"S*GPUUACRW*****",10,140104,00,51,10031000001401040051,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN RECONNAISSANCE ARMORED WHEELED MOD"
"S*GPUUABR-*****",10,140105,04,00,10031000001401050400,"PROTECTION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR DEFENSE CBRN RECONNAISSANCE EQUIPPED BIOLOGICAL MOD"
"S*GPUU----*****",10,140200,00,00,10031000001402000000,"PROTECTION COMBAT SUPPORT MANEUVER ENHANCEMENT"
"S*GPUULD--*****",10,140300,00,00,10031000001403000000,"PROTECTION CRIMINAL INVESTIGATION DIVISION"
"S*GPUCE---*****",10,140700,00,00,10031000001407000000,"PROTECTION ENGINEER"
"S*GPUCECS-*****",10,140700,01,00,10031000001407000100,"PROTECTION ENGINEER AIR MOBILE AIR ASSAULT MOD"
"S*GPUCECA-*****",10,140700,00,01,10031000001407000001,"PROTECTION ENGINEER AIRBORNE MOD"
"S*GPUCECC-*****",10,140700,00,02,10031000001407000002,"PROTECTION ENGINEER ARCTIC MOD"
"S*GPUCEC--*****",10,140700,09,00,10031000001407000900,"PROTECTION ENGINEER COMBAT MOD"
"S*GPUCECL-*****",10,140700,09,19,10031000001407000919,"PROTECTION ENGINEER COMBAT MOD LIGHT MOD"
"S*GPUCECM-*****",10,140700,09,24,10031000001407000924,"PROTECTION ENGINEER COMBAT MOD MEDIUM MOD"
"S*GPUCECH-*****",10,140700,09,15,10031000001407000915,"PROTECTION ENGINEER COMBAT MOD HEAVY MOD"
"S*GPUCECO-*****",10,140700,09,27,10031000001407000927,"PROTECTION ENGINEER COMBAT MOD MOUNTAIN MOD"
"S*GPUCEN--*****",10,140700,12,00,10031000001407001200,"PROTECTION ENGINEER CONSTRUCTION MOD"
"S*GPUCENN-*****",10,140700,46,00,10031000001407004600,"PROTECTION ENGINEER NAVAL MOD"
"S*GPUCECT-*****",10,140701,00,00,10031000001407010000,"PROTECTION ENGINEER ENG MECHANIZED"
"S*GPUCECW-*****",10,140702,00,00,10031000001407020000,"PROTECTION ENGINEER ENG MOTORIZED"
"S*GPUCECR-*****",10,140703,00,00,10031000001407030000,"PROTECTION ENGINEER ENG RECONNAISSANCE"
